path	size	disposition	reason
android/Camera2Basic/Application/build/outputs/apk/debug/Application-debug.apk	1489457	TESTED_ZIP_CONTAINER_TIER2	opened and fully consumed through the seekable ZIP API; APK signing blocks are not ZIP records
android/FragmentTransitionsRecyclerViewtoViewPager/app/build/outputs/apk/debug/app-debug.apk	3747603	TESTED_ZIP_CONTAINER_TIER2	opened and fully consumed through the seekable ZIP API; APK signing blocks are not ZIP records
android/InstantApps-CookieAPI/app/build/outputs/apk/framework/debug/app-framework-debug.apk	2222863	TESTED_ZIP_CONTAINER_TIER2	opened and fully consumed through the seekable ZIP API; APK signing blocks are not ZIP records
android/InstantApps-GoogleAnalyticsExample/app/build/outputs/apk/debug/app-debug.apk	2008249	TESTED_ZIP_CONTAINER_TIER2	opened and fully consumed through the seekable ZIP API; APK signing blocks are not ZIP records
android/InstantApps-InstallAPIsample/app/build/outputs/apk/debug/app-debug.apk	2827932	TESTED_ZIP_CONTAINER_TIER2	opened and fully consumed through the seekable ZIP API; APK signing blocks are not ZIP records
android/Interpolator/Application/build/outputs/apk/debug/Application-debug.apk	1632634	TESTED_ZIP_CONTAINER_TIER2	opened and fully consumed through the seekable ZIP API; APK signing blocks are not ZIP records
android/Motion/app/build/outputs/apk/debug/app-debug.apk	6932352	TESTED_ZIP_CONTAINER_TIER2	opened and fully consumed through the seekable ZIP API; APK signing blocks are not ZIP records
android/RevealEffectBasic/Application/build/outputs/apk/debug/Application-debug.apk	1629154	TESTED_ZIP_CONTAINER_TIER2	opened and fully consumed through the seekable ZIP API; APK signing blocks are not ZIP records
apache-maven-2.2.1.zip.001	65536	TESTED_ZIP_TIER2	exercised as an explicitly truncated standalone ZIP volume
archive_with_bytes_after_data.zip	670	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
archive_with_trailer.dump	92174	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
archive_with_trailer.tar	10254	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
archive_with_trailer.zip	680	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
archives/files.txt	123	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
archives/FreeBSD_.tar	11264	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
archives/FreeBSD_bin.cpio	1024	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
archives/FreeBSD_crc.cpio	2048	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
archives/FreeBSD_hpbin.cpio	1024	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
archives/FreeBSD_newc.cpio	2048	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
archives/FreeBSD_pax.tar	21504	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
archives/FreeBSD_ustar.tar	11264	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
archives/FreeBSD.ar	876	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
archives/FreeBSD.zip	1652	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
archives/SunOS_-c.cpio	2048	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
archives/SunOS_.cpio	1024	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
archives/SunOS_cAEf.tar	21504	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
archives/SunOS_cEf.tar	21504	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
archives/SunOS_cf.tar	11264	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
archives/SunOS_crc.cpio	2048	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
archives/SunOS_odc.cpio	1536	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
archives/SunOS.ar	876	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
archives/SunOS.zip	1472	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
bla-multi.7z.001	512	TESTED_7Z_COMPANION_TIER2	consumed through the explicit multi-volume 7z source
bla-multi.7z.002	7	TESTED_7Z_COMPANION_TIER2	consumed through the explicit multi-volume 7z source
bla-nonames.7z	556	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
bla-stored-dd-contradicts-actualsize.zip	1023	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
bla-stored-dd-nosig.zip	1018	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
bla-stored-dd-sizes-differ.zip	1022	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
bla-stored-dd.zip	1022	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
bla-stored.zip	1006	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
bla.7z	512	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
bla.ar	820	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
bla.arj	252	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
bla.cpio	5120	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
bla.deflate.7z	497	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
bla.deflate64.7z	503	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
bla.dump	92160	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
bla.dump.lz4	1443	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
bla.encrypted.7z	566	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
bla.jar	1391	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
bla.noendheaderoffset.7z	512	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
bla.pack	1649	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
bla.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
bla.tar.block_lz4	604	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
bla.tar.br	401	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
bla.tar.bz2	543	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
bla.tar.deflate	462	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
bla.tar.deflatez	468	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
bla.tar.lz4	623	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
bla.tar.lzma	481	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
bla.tar.sz	995	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
bla.tar.xz	528	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
bla.tar.Z	776	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
bla.tgz	480	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
bla.txt.bz2	66	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
bla.unix.arj	257	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
bla.xml.bz2	389	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
bla.z.dump	11918	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
bla.zip	666	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
brotli.testdata.compressed	12	UNSUPPORTED_CODEC_FORMAT	Brotli compressed input is retained for an unsupported codec family
brotli.testdata.uncompressed	20	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
bzip2-zip.zip	209	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-114.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-117.tar	6656	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-131.bz2	340	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
COMPRESS-178-fail.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-189.zip	52563	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-197.tar	5120	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-208.zip	670	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-210_unix_time_zip_test.zip	3336	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-211_uid_gid_zip_test.zip	2560	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-214_unix_symlinks.zip	4480	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-219.zip	2360	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-227.zip	254	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-228.zip	61212	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-245.tar.gz	239255	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-256.7z	4069842	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-264.zip	171	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-279-fail.tar	19000	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-320/BZip2-solid.7z	66992	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/BZip2.7z	98148	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/Copy-solid.7z	325679	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/Copy.7z	325669	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/Deflate-solid.7z	73730	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/Deflate.7z	97803	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/LZMA-solid.7z	64813	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/LZMA.7z	95391	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/LZMA2-solid.7z	64845	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/LZMA2.7z	95705	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/PPMd-solid.7z	61452	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/PPMd.7z	86170	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-320/recreate.sh	401	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
COMPRESS-324.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-335.tar	3072	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-348.7z	213	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-351.zip	36996	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-355.tar	8192	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-356.tar	8192	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-358.iwa	36288	UNSUPPORTED_CODEC_FORMAT	Snappy IWA compressed input is retained for an unsupported codec family
COMPRESS-358.uncompressed	219521	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
COMPRESS-379.jar	222	TESTED_ZIP_CONTAINER_TIER2	opened as a ZIP-based application container through seekable and streaming APIs
COMPRESS-380/COMPRESS-380-dd.zip	1391	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-380/COMPRESS-380-input	3072	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
COMPRESS-380/COMPRESS-380-readbeyondmemory.zip	15290	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-380/COMPRESS-380.zip	2257	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-382	19	TESTED_CODEC_TIER2	LZMA-alone dictionary allocation is rejected by the configured Tier 2 window limit
COMPRESS-386	4	UNSUPPORTED_CODEC_FORMAT	Unix compress input belongs to an unsupported codec family
COMPRESS-417.tar	10240	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-459.cpio	512	UNSUPPORTED_ARCHIVE_FORMAT	Arkivo has no reader for this upstream archive family
COMPRESS-477/split_zip_created_by_winrar/file_to_compare_1	49334	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
COMPRESS-477/split_zip_created_by_winrar/split_zip_created_by_winrar.z01	262144	TESTED_ZIP_COMPANION_TIER2	consumed as a split ZIP volume by its terminal .zip fixture
COMPRESS-477/split_zip_created_by_winrar/split_zip_created_by_winrar.z02	262144	TESTED_ZIP_COMPANION_TIER2	consumed as a split ZIP volume by its terminal .zip fixture
COMPRESS-477/split_zip_created_by_winrar/split_zip_created_by_winrar.zip	50536	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-477/split_zip_created_by_winrar/zip_to_compare_created_by_winrar.zip	574820	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-477/split_zip_created_by_zip/file_to_compare_1	1438	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
COMPRESS-477/split_zip_created_by_zip/file_to_compare_2	2509	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
COMPRESS-477/split_zip_created_by_zip/split_zip_created_by_zip_zip64.z01	262144	TESTED_ZIP_COMPANION_TIER2	consumed as a split ZIP volume by its terminal .zip fixture
COMPRESS-477/split_zip_created_by_zip/split_zip_created_by_zip_zip64.z02	262144	TESTED_ZIP_COMPANION_TIER2	consumed as a split ZIP volume by its terminal .zip fixture
COMPRESS-477/split_zip_created_by_zip/split_zip_created_by_zip_zip64.zip	69177	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-477/split_zip_created_by_zip/split_zip_created_by_zip.z01	262144	TESTED_ZIP_COMPANION_TIER2	consumed as a split ZIP volume by its terminal .zip fixture
COMPRESS-477/split_zip_created_by_zip/split_zip_created_by_zip.z02	262144	TESTED_ZIP_COMPANION_TIER2	consumed as a split ZIP volume by its terminal .zip fixture
COMPRESS-477/split_zip_created_by_zip/split_zip_created_by_zip.zip	57763	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-477/split_zip_created_by_zip/zip_to_compare_created_by_zip_zip64.zip	584681	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-477/split_zip_created_by_zip/zip_to_compare_created_by_zip.zip	582047	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-479.zip	557	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-490/ArithmeticException.lz4	29	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
COMPRESS-490/ArrayIndexOutOfBoundsException1.lz4	17	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
COMPRESS-490/ArrayIndexOutOfBoundsException2.lz4	405	UNSUPPORTED_CODEC_FORMAT	Arkivo has no codec for this upstream compression family
COMPRESS-492.7z	39	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-529-fail.tar	1536	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-530-fail.tar	525	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-542-1.7z	102	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-542-2.7z	165	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-542-endheadercorrupted.7z	233	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-542-endheadercorrupted2.7z	233	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-544_truncated_in_content-fail.tar	2067	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-544_truncated_in_padding-fail.tar	2076	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-546.zip	77	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-548.zip	79	TESTED_ZIP_TIER2	streaming iteration preserves complete metadata and ignores only the truncated extra-field tail
COMPRESS-553-fail.tar	7168	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-554-fail.tar	10842	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-569-fail.tar	513	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-592.7z	1053510	TESTED_7Z_TIER2_TIER3	Tier 2 verifies limits and Tier 3 fully expands the archive
COMPRESS-612/test-times-bsd-folder.tar	4608	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-epax-folder.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-exustar-folder.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-gnu-incremental.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-gnu.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-gnutar.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-oldbsdtar.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-oldgnu-incremental.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-oldgnu.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-pax-folder.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-posix-linux.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-posix.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-star-folder.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-ustar.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-v7.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-xstar-folder.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-xstar-incremental.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-xstar.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-xustar-folder.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-xustar-incremental.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-612/test-times-xustar.tar	10240	TESTED_TAR_TIER2	exact recorded times and Basic fallback semantics match upstream FileTimesIT
COMPRESS-621.zip	217	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-647/test.zip	107	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
COMPRESS-657/orjson-3.7.8.tar	1904128	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-657/README.md	426	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
COMPRESS-666/compress-666.tar.gz	604	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
COMPRESS-681.7z	226	TESTED_7Z_TIER2	opened by the 7z corpus with an explicit success or rejection contract
COMPRESS-692/compress-692.zip	3986	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
directory.tar	1536	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
dirWith1TxtFile.tar	4608	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
emptyDir.tar	2560	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
imploding-4Kdict-2trees.zip	673	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
imploding-8Kdict-3trees.zip	4251	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
invalid-zip.zip	141	TESTED_ZIP_TIER2	opened by the ZIP corpus with an explicit success or rejection contract
lbzip2_32767.bz2	4140	TESTED_CODEC_TIER2	decoded or used as an explicit malformed-input contract by the codec corpus
longfile_bsd.ar	210	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
longfile_gnu.ar	274	TESTED_AR_TIER2	opened by the AR corpus with an explicit success or rejection contract
longpath/cygwin_gnu.tar	20480	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/cygwin_oldgnu.tar	20480	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/cygwin_pax.tar	30720	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/cygwin_posix.tar	30720	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/cygwin_ustar.tar	20480	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/files.txt	2357	REFERENCE_PAYLOAD	plain expected content or helper input consumed by an owning archive or codec fixture
longpath/hudson-E.tar	30208	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/hudson.tar	10752	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
longpath/minotaur_pax.tar	30208	TESTED_TAR_TIER2	opened by the TAR corpus with an explicit success or rejection contract
